age,city_type,occupation,income,rent,groceries,transport,entertainment,utilities,miscellaneous
41,Tier_2,Retired,2311.368016305,789.7669108618502,422.73809162926227,207.39762462676305,251.54242895140936,110.37586187721328,240.81310042458455
56,Tier_1,Self_Employed,5980.5490508913335,1886.5705256218093,1257.564251800053,628.8575846041475,828.4694016868759,316.09864605401117,665.9679652052023
63,Tier_2,Retired,2063.6657565376386,742.9412225406046,363.19973589777277,231.15905248682412,209.4586427496119,104.63721637854509,213.68061126634112
54,Tier_1,Retired,2495.749929237955,695.1684033183101,533.0721065238707,231.34686822953742,254.97725802011712,125.35617604297367,233.31267770950905
64,Tier_3,Student,978.5611049677748,279.2945317583021,226.8888214892368,93.6097267905899,90.68626959568589,46.098658768858236,96.52803298073086
29,Tier_1,Professional,6730.391971723822,1951.6291733516323,1303.2937089884429,694.4261640123152,564.5299799243691,368.33354527209144,758.2733424957584
18,Tier_1,Student,1684.9592358564514,602.7246323438292,297.10639635848975,172.35398203089235,162.77740289350828,77.37947032173281,180.2753452409639
53,Tier_1,Self_Employed,7839.855287195408,1882.7502854227855,1364.1045829682828,904.9597996088173,887.7274962680303,386.95910112982324,747.4780845297349
36,Tier_2,Retired,3242.9853052623153,1061.4036175696199,635.4657254282334,326.2733985464444,345.28592168417475,164.1938836316303,262.76687379869486
50,Tier_1,Professional,10048.865218683943,3221.721009518346,2024.036888516953,1049.033914046487,993.9837152815289,478.00277441413823,1025.7477913413277
25,Tier_1,Self_Employed,5425.067567034001,1836.155410473074,1081.9297468502295,449.38957077385066,485.925396402366,307.2343704836358,566.8462504093236
53,Tier_2,Professional,5905.521979598631,1904.0513581876571,1253.1954962839418,589.317849734224,597.4809923692513,333.00248960313223,555.6168195671463
41,Tier_3,Self_Employed,2772.747905040858,862.0253859733835,618.010656559688,301.0612148587289,259.89360205888283,120.03215554772552,268.2363770665257
42,Tier_2,Professional,9904.782151305128,2900.3505601488405,2150.1250997780426,963.6322477989424,929.752522407203,589.9445556988209,1095.9866370734883
22,Tier_3,Retired,3102.461460889287,819.3606486416468,668.3122884996172,330.9413046215888,288.5553929485008,154.9863003135819,245.40415091192838
40,Tier_1,Student,2708.1726066266874,884.6774693924885,568.5030726763292,272.3222505939368,272.4484721426073,115.91707800986144,260.4317565284319
26,Tier_2,Student,1358.6885083145032,417.06505999163863,232.38779058564884,116.7458022703065,126.10743175864386,66.48438445490841,140.09311619671078
44,Tier_2,Self_Employed,6475.356216949552,1801.8972847394402,1052.1445460129867,610.3540324817728,550.9249694560646,375.25199920611374,678.0761183140507
25,Tier_1,Student,2508.455290392366,810.5468558687818,526.4086984143519,253.07486866327906,214.58304920632102,114.835365986973,242.23647946227004
23,Tier_2,Retired,3274.6058726573033,986.862192810978,680.4093690426845,318.7042702740781,324.0601999361346,177.5421558779535,292.54276151787815
35,Tier_3,Professional,4298.1865574724,1164.751255207655,983.146103893243,399.6582816617025,423.66007398195404,202.00177303711018,416.5725923864895
45,Tier_2,Retired,2557.5423201139306,846.4902730254606,418.9187146499618,206.8359533778985,265.02472084578903,135.183343191459,280.5757894350173
46,Tier_1,Self_Employed,9358.55895044787,2321.7699500703457,1898.299473272116,1032.91898139619,906.8684041104208,413.1889392383417,925.750058498186
64,Tier_1,Student,2610.8405039569907,649.0705206687647,592.8629974245877,258.0935977226741,293.4014600332888,109.72804363680129,245.43532452582045
65,Tier_3,Self_Employed,4273.965534406012,1527.2840100083429,882.106958861851,435.657191189612,495.6151527428105,226.5426959296951,399.8604542934909
38,Tier_2,Professional,7627.16446236983,1974.995481926605,1607.1185745326256,843.5984687851497,880.2793471472023,349.7858397677522,739.5402060040146
43,Tier_2,Self_Employed,6275.46324865362,1865.4003911431248,1372.7039329819468,591.8184727777918,653.5087195813304,355.88429785874246,463.8327920823368
54,Tier_1,Self_Employed,6082.880602646291,1648.7787547518558,1300.0395028980918,672.6707580688611,501.30603719391644,268.1559288592608,484.24400168073834
51,Tier_1,Self_Employed,8212.498722459917,2438.231059094391,1678.6469473749028,666.535964760025,900.7984741713954,437.14033463519667,920.7982038388191
34,Tier_1,Self_Employed,6798.330982415672,1728.8507426167598,1523.6304107944043,705.3668182340998,586.5879124883272,356.4057007626233,539.6157763317472
40,Tier_3,Retired,1949.374047576444,613.3319430478956,419.01280641153556,189.27072434658626,234.9988467237731,94.35594182622255,186.22987310518678
36,Tier_1,Professional,7238.9258432502365,1893.6397769230848,1259.3409696025628,727.5730402015932,688.5202909033859,284.277802388557,761.0240210892604
63,Tier_2,Professional,8357.670159499667,2516.1426819308626,1554.5725319401258,853.6507510967247,826.3790080602082,408.6495528341063,887.0970429690799
69,Tier_3,Student,1151.501542009461,335.9487890007652,177.2869929863474,97.70270575534025,130.88973246790033,67.04599139373558,112.28250036529512
31,Tier_3,Retired,2700.109485203519,746.4848053888475,565.5015877305725,287.59041787035244,238.425920083724,112.60682958704153,277.94025267865106
45,Tier_2,Student,1353.3690529633402,362.9223157541128,252.9616378783996,124.8723178364406,130.58943221104073,69.14513211247044,147.66019833589147
21,Tier_2,Student,1410.5684191941104,515.1188074105179,326.2027930704478,148.89452766401618,170.45981943872238,80.33824368903365,112.7387214162277
54,Tier_2,Retired,3640.473703340851,1193.293861194665,867.1183620352291,313.13288558574715,384.5421173537041,170.18044935123186,346.3136988358332
28,Tier_2,Self_Employed,5797.4842044783145,1764.499808721426,1367.645604126737,575.4288514090582,612.5819000582936,313.98647390875686,478.51497989977656
62,Tier_1,Self_Employed,10663.37992524223,3403.9370569738576,1958.9089307720915,1263.2885224109793,1094.6978133266875,521.7872971071806,1081.1076227804144
28,Tier_3,Retired,2940.96495519162,733.634989117,544.1979204860293,231.19512779909203,352.82780556423114,176.22250435406826,312.525054468907
37,Tier_1,Student,1594.9527716347875,531.422111653027,343.6050824255036,147.95836041960516,198.31400454733813,65.63036718317186,143.02533120620978
66,Tier_1,Self_Employed,6216.361235380419,2145.5817640456708,1180.063545679322,544.4388310523112,633.0438813708079,321.7948385639233,654.7019990303746
47,Tier_3,Professional,5696.351126652487,1610.8562447915494,1061.7150570222536,611.9228249364478,583.5032503554107,308.1795950438966,472.3826111755755
35,Tier_3,Retired,2161.7934897579808,503.8926666978493,477.82523773557233,197.9436488987941,182.0175654855021,108.2631953674631,211.00880014466793
31,Tier_1,Retired,4658.4839805960055,1431.3679043298457,789.1025819635906,378.8581123668287,430.22071381330295,254.26404485130777,516.6427796312092
69,Tier_3,Student,1126.556373221257,414.70881728400303,229.408926418452,115.4519821567393,107.48067783226858,51.54083070772904,122.00983838254366
21,Tier_2,Self_Employed,4143.916174091133,1302.7204196365549,856.4365907138244,457.38640297187254,393.2569653664543,201.60411315783668,373.83246948467496
46,Tier_1,Professional,9211.181786632564,2508.527562839897,2002.438321583015,1045.9884462061937,959.2004191685801,546.9966263609438,849.8430488884982
28,Tier_2,Self_Employed,3755.345296688583,993.9138471940411,699.9767162979856,312.46503451240426,352.81232190259715,202.07360924527373,383.52048783964625
57,Tier_2,Self_Employed,4797.153780329848,1445.8979507827778,1130.417014862503,508.031759235635,490.11853546667436,250.46219717826915,491.71996430448763
26,Tier_2,Student,1158.0736715529881,353.81061552024477,233.93309224447748,114.76246433340658,124.85277102310357,72.60364020328957,121.87512504447386
38,Tier_3,Professional,4203.497041342413,1344.3761143488146,880.6594367204161,475.78704655187295,411.5216584317192,190.25994860506788,354.9537999277921
44,Tier_1,Retired,1772.2914841743195,517.8852990106851,301.17814772870673,172.8738650196877,172.39569181545778,64.71622805337189,176.26688512179297
41,Tier_1,Professional,6850.714534126802,2241.393683027743,1278.005201437049,640.1917533772469,715.5844554114852,343.02253467269276,841.0383572738197
39,Tier_3,Professional,3370.697389445748,952.7295799249889,612.7551788850684,307.7155270007541,282.7354055432305,191.28209879128244,325.9593358091457
49,Tier_2,Professional,4279.549713045739,1472.0011631456787,881.8530579368132,477.87595422430996,472.46196477900884,192.5664644793186,531.9415128036333
66,Tier_2,Self_Employed,6949.732595601229,1839.4145608084812,1418.2599796464087,715.1165218688676,677.2638628115243,342.27857082520393,731.6514991786876
27,Tier_3,Self_Employed,5131.97095319733,1558.8432639519635,1000.0346400874397,565.7631851741492,429.9296539092216,265.3482592561909,514.5094088766095
25,Tier_2,Professional,4306.979363513061,1224.3208701755775,903.5503954273503,378.0611438265757,461.40663160100297,210.1735855236773,414.55448151999195
31,Tier_2,Student,1417.2571303194024,380.2133278969356,266.3469393647969,138.08162930904984,161.04509756871764,76.31872643646278,146.40718357941336
35,Tier_2,Professional,7044.01188907689,2002.7415515861583,1556.5870469863062,654.7871356058942,605.1890077387934,297.376022427913,747.0886019294651
22,Tier_1,Self_Employed,6121.765241651774,2066.3990666638642,1179.422572859881,641.0955376492471,622.364068898987,276.21466574781925,610.9589216185516
49,Tier_1,Self_Employed,7467.100944030836,2722.9320189706364,1593.8164488677212,700.2009199220691,715.4869319631781,325.25021397294194,754.2382330919635
40,Tier_1,Student,2048.258890397918,695.1027871522027,409.31436564535846,232.6649559736535,201.7802013132095,95.45662804669979,241.91883887062065
59,Tier_2,Professional,5974.981487201836,1631.3850617871276,1086.2953834876905,543.3302408403758,647.9534228642804,295.79555505950844,734.8007721195022
27,Tier_1,Professional,5054.601229869368,1322.3478296675664,947.7560709485574,506.7789215317795,531.6257222020988,234.38833364079042,514.9004381611824
43,Tier_1,Professional,6791.387308234684,1991.5731253775814,1522.30198444261,694.7920102631545,708.4984911259487,357.9401316683916,688.1669420347337
64,Tier_2,Self_Employed,4141.6422198187865,1329.5056548511304,780.6467254743359,419.2174319775536,520.1937640818719,205.09288230928348,461.7630112844419
26,Tier_1,Retired,3437.45885989929,1027.6295130701885,809.2328586614697,322.19415131335353,406.0480595279114,184.037283800676,324.4113219679616
54,Tier_3,Self_Employed,4788.578173458851,1351.1742532343621,978.5467068869489,572.0373849747469,511.97661431702585,270.2230207726952,517.3964467020352
33,Tier_2,Retired,3558.1520075721246,1059.9557942589581,593.4313719126491,371.1016700461742,363.2050443674869,182.73919430251036,310.3865456750136
24,Tier_2,Student,1175.6830378775212,389.85012974193063,234.20652110650616,125.58059188977909,117.9012381325203,58.95907083626538,128.59954734176355
34,Tier_2,Student,1345.1865815347878,439.9670008535421,214.909214285798,148.22458929421458,133.84446172751947,50.24717515493836,151.981570483747
40,Tier_3,Student,1035.0842150600226,353.64452704738784,232.48325416274446,112.1623574748194,76.1071248134613,55.529901762780874,101.25086248150303
52,Tier_2,Self_Employed,5995.857528718494,1927.0805277330885,1204.8096759694463,672.9253404019848,558.6081564296768,284.5077094627877,450.6119824478211
33,Tier_3,Professional,4554.497478599228,1564.9323216738032,1054.7826428197677,431.636101106624,436.3123498698856,221.30793747714517,394.2167832338522
21,Tier_2,Self_Employed,4081.348053515802,1029.563166446502,868.2359040974628,398.1326612546678,372.0900843193513,190.83257339913024,440.86139396477523
23,Tier_3,Retired,2621.74786940395,859.5215118744466,519.2581622015958,263.5988911886929,292.0147540701371,126.74071084177358,278.38087482708715
63,Tier_2,Student,1348.8886557980575,383.7237386183016,253.6200846756198,142.3802804586465,126.48703611323904,64.09939768881908,132.62118282400942
64,Tier_3,Professional,7501.698212860443,2356.1980669495424,1245.4308563278335,763.4759878857259,612.8275770793824,493.8882427019647,917.883389324932
64,Tier_1,Professional,6934.4984275273655,1613.1722584530332,1265.0784131918679,680.8990428069912,571.273429265816,344.33173876784167,680.4422032285391
42,Tier_1,Student,1929.2211090023802,532.5635758380535,332.6239863857062,178.820854277639,192.28301834678325,113.77155000824266,182.9362444566508
34,Tier_2,Retired,3134.272770983339,944.3505901327417,691.4502498545495,318.1716093233738,340.46968809283015,165.249320249008,376.642034217139
30,Tier_1,Professional,8384.036380296075,2592.06427023481,1833.252831952744,873.7578554606351,872.4107646033782,449.17504309418183,880.5264312528262
59,Tier_3,Student,1171.4891863434812,328.63113739326457,245.55730351265873,112.81062041672789,107.38386523657728,54.535514168706754,122.9472689997918
53,Tier_2,Self_Employed,4189.224080107015,1365.1336148380544,892.5170970654523,339.6394158672492,407.0623375580038,190.9861531198561,402.5451153118599
24,Tier_2,Professional,5195.482119544488,1543.79144882568,1068.0894508710542,551.1313664221067,529.2434555814763,248.17691666742002,529.6321228313057
44,Tier_1,Retired,4106.375739317501,1145.6639479235278,919.421357550903,348.089796409248,387.6861427936444,213.0636554276121,474.9238728614149
40,Tier_2,Self_Employed,4934.249738927012,1265.9290553753574,769.8607934373265,515.1363857456989,468.6523646383105,221.51739813979603,528.3770500442423
19,Tier_3,Self_Employed,3612.552655530905,1045.3328406461153,589.0792778599623,340.7840346433754,403.28679036391475,163.84132534817263,333.0664574355314
66,Tier_1,Retired,4512.151858965699,1482.309940915725,871.4791913680195,474.02419524118153,449.9100511975698,231.69153840971134,440.8346901611375
25,Tier_3,Student,1091.985805164429,347.49765219976706,197.77241503453587,112.72837836320441,122.83968649526992,57.28232431711277,97.94329169450499
34,Tier_2,Retired,2970.1400942105493,923.6102144975471,500.1880422406996,279.9686878097618,283.2209438606143,128.80822186970724,331.306780098013
19,Tier_3,Retired,2361.5505801018107,706.6664485140176,464.1375036570711,219.90381885659127,294.539187993219,112.22246370346069,260.32603646143576
50,Tier_2,Professional,4687.645264723926,1402.8935866508962,883.9957015417161,456.42092977352814,449.8597452300209,290.6814988651383,467.70497382035126
37,Tier_1,Self_Employed,7087.503826549267,1960.302772774187,1350.7211458315733,784.9498568011122,753.551635520557,319.6901295173862,733.6906755580804
20,Tier_3,Self_Employed,4106.224558611324,1441.4937704666734,934.8349911363092,347.6432890186469,445.98229168490775,231.28714806109016,433.59100106078915
64,Tier_3,Student,1263.4788131268651,386.5335313583923,305.1367255108369,117.6401392484735,148.28141616923082,64.42422106531522,118.11735285212397
62,Tier_3,Self_Employed,3612.891332756543,1045.5606272507184,576.136065691796,381.9257489250865,374.8465533659631,170.4743918563872,358.33195529192443
61,Tier_2,Self_Employed,4066.7865923544023,1311.944430765641,721.6246660943397,429.6266163953992,386.25299110992404,207.64188756048318,451.0491758346783
48,Tier_2,Professional,5867.119885103165,1827.6449257228217,1294.4438847936394,637.9778870591466,631.7787347837225,384.4391414059894,607.0945176861312
68,Tier_1,Retired,3933.7192681552865,1136.077968422284,905.5206028908116,457.90472487630274,416.96573992489795,218.98123734884717,343.12965925068966
35,Tier_1,Student,1380.4880709951153,445.17851276208626,256.293465031365,160.9233352615505,116.783511090702,59.460485133565335,157.9873562206611
19,Tier_3,Professional,4974.445929008555,1667.3440915731146,1048.971377322325,479.008583346076,535.8323279969136,177.87269023642455,554.5893215168622
23,Tier_1,Student,1304.1144884887601,357.04240731337427,218.4074160371069,152.80003621102958,150.46366398047962,56.03594362906554,123.2045470998593
48,Tier_3,Self_Employed,2323.8739818560116,714.882237408544,452.7254892052655,261.0567275690193,247.46757907553777,100.01957873865015,212.90432941237725
37,Tier_1,Student,2208.2657682136837,718.5969978857737,495.64529208182887,247.64616962054302,218.84967966445254,114.41748839202164,249.50617462256977
32,Tier_2,Retired,2690.1306349669107,810.6098429197647,471.45391366663284,285.94068285981473,274.14953842396085,122.47407196618882,245.31013014039604
67,Tier_3,Student,1323.1917006677486,399.64703915540906,275.22690317698084,134.2779140050964,110.16500158413841,68.99035967847446,104.69239564178763
40,Tier_2,Professional,5120.778970490857,1613.879112253804,1085.604548545328,470.5958449072795,488.60235462303234,240.83442098859797,506.8114747708366
35,Tier_1,Self_Employed,6962.487914710071,2130.750864885402,1538.8009536368147,773.2209009471926,778.8956330395946,370.36015299369495,616.6672125576049
65,Tier_1,Professional,8484.216744382453,2353.2818294162093,1685.960076194065,876.3145899024486,875.6863171207585,442.10917285855004,985.3324361337055
21,Tier_2,Professional,6544.241161816776,2140.256369934168,1290.6732271842404,630.5898273449011,703.6941161733981,316.75577550331167,716.4750942738449
24,Tier_1,Professional,6245.959860967677,1603.9529579772516,1448.376264653794,571.6951202428944,562.6740178850224,245.04805197551673,584.6866918091439
61,Tier_2,Self_Employed,3676.9102065925017,971.9742932302216,758.3318013250102,414.3575260239216,393.3461883393628,241.6091625674556,368.9053953729952
25,Tier_2,Self_Employed,3369.3266325847358,1028.0797012125313,511.02902073921047,318.97065073865906,391.6634005738188,173.9437389366592,342.9778017165322
38,Tier_3,Student,1364.1560753430713,398.9057411097586,283.52850493340367,133.83876189177337,143.9603902359689,67.9780353654549,123.45137505761232
65,Tier_1,Retired,4417.934890626052,1352.795147307224,1100.5761652375397,485.040368304494,453.0260533612213,210.30669264104083,455.7630025534326
43,Tier_1,Self_Employed,6907.053434269609,2186.093207468725,1247.6425490034858,697.9836859430944,598.563489666181,324.5842794614212,712.7928524913269
59,Tier_1,Self_Employed,6798.615920723251,2201.9783126579373,1424.5824857631212,525.0630428783559,696.688016691539,416.4306841028788,769.9615447686351
32,Tier_2,Retired,3253.2078964241814,1088.141409016052,631.0635126477933,316.3639527946499,349.764612585808,174.81381385868315,302.52127812490454
67,Tier_3,Retired,3409.7865233493276,938.2170167236275,698.288645101279,314.3135203414423,416.7678283522552,149.38580030012744,358.85830262422684
51,Tier_1,Student,1706.0358342088803,444.66936224062675,346.12908100201446,152.46157028678658,157.97811781287322,90.06795044038722,150.30269440307322
26,Tier_2,Professional,5894.0615419784945,2224.3674304900824,1084.0741611289675,686.0167074556347,688.2908726697891,278.3886612712118,622.9423670484738
56,Tier_1,Self_Employed,9279.755272379953,3009.2963715418496,1612.8257056506236,776.576243746676,1074.6842167731925,397.3049844925601,814.5548508228551
56,Tier_1,Professional,8789.413280658437,2891.3850743502076,1792.3666087385643,826.0389735899378,934.4281279563519,371.0619585998896,782.6723388664202
20,Tier_2,Self_Employed,5732.975179261481,1695.209972535228,1085.9789129852843,461.4403800450779,537.2411806990959,263.0011428199262,582.5528252178655
22,Tier_1,Professional,6414.892178179674,2045.5962619298105,1165.5911602904594,646.703039647301,743.0667918755425,310.90479319573654,725.7815088274389
37,Tier_3,Retired,1892.7282551367966,515.9653553950532,367.86382792792034,205.6509230146938,203.7350878877709,101.95282202864963,167.40841196622577
37,Tier_2,Self_Employed,5192.049116490031,1509.4662990013558,1052.276842031809,511.2886028562933,555.9702619408024,284.438682917788,478.3959528089954
38,Tier_2,Student,1100.6301139326665,332.171126123003,184.66714445347876,104.00154392058191,119.01327391990579,57.50248063575734,104.22408473850095
32,Tier_2,Retired,2769.0948708317246,869.2719593150605,529.529182501155,309.2055166352759,292.6501578311159,146.75640845992965,262.8667684383405
38,Tier_3,Self_Employed,3810.916210328803,1093.6441374953417,720.737284927476,384.41912153141703,401.9255800577261,192.8939117397088,408.128616439408
50,Tier_3,Self_Employed,3586.9951872502984,1176.3668474850863,660.0401922004411,371.30952708899116,392.80453625864135,118.57838323835372,354.8242116331735
29,Tier_1,Student,1972.4836614260487,420.8330655675154,406.06611089572885,202.836400884252,181.60101039768452,103.95100056691987,171.95129038296847
40,Tier_3,Student,862.2666490074114,257.0591845923728,162.7330146395783,82.68334258959275,83.06021295948229,40.066268546821256,88.83458791768668
50,Tier_3,Retired,2186.0357566230255,684.4656008618759,489.2630579280641,239.3611685915425,186.14317512261877,81.38697322869662,239.02814300324158
54,Tier_3,Self_Employed,2981.7403103507945,1014.871649275508,480.418748443938,378.6724958242084,286.062135144545,131.7585250114889,291.2363589478761
55,Tier_3,Professional,3953.5220573755714,1121.2689329661173,821.6845270256556,336.88311065699287,402.6013806104122,197.37346373677593,418.2546229507879
52,Tier_1,Retired,3991.907270824871,1463.2441596277786,743.5393741651304,380.8991485324068,428.42526255747117,174.87955573194643,416.8671472021375
46,Tier_2,Self_Employed,6205.926807616588,1914.8182169309612,1266.8895485498042,691.4846244343505,551.0352651140666,260.67572042943283,595.3517439181062
27,Tier_2,Self_Employed,5808.929200471298,1618.8697032728232,1159.6540768276611,657.0935180733688,525.782341044221,227.65642387515882,602.1801573874322
40,Tier_1,Student,1897.2182038586002,534.7685685213925,376.5667979014108,210.45971659174577,200.63783769242713,71.77269185525273,193.24623506258183
48,Tier_2,Retired,3720.2483447666555,1042.760207809096,666.1542919445207,391.98964961970665,416.13597366434516,199.3858415581639,409.080282020943
42,Tier_1,Self_Employed,5940.486876002755,1628.6349054292396,1083.4899202636088,651.2080139809816,590.9085489529398,273.8261357504471,572.0388093736464
44,Tier_2,Self_Employed,5831.628307664469,1744.6475408463004,1442.00229551449,607.7349546138452,596.5729194415469,265.09701328896267,569.2524467571221
31,Tier_2,Professional,5065.183388359569,1441.8372907696616,936.005361171505,517.1840972168842,532.4773810204983,245.13525264277496,506.3865596004046
38,Tier_3,Self_Employed,4243.3009365358475,1306.8388990132812,919.740799378531,389.80467263982416,475.83237111763543,209.19382700278413,462.03601826471186
61,Tier_3,Retired,2867.2245167438273,888.2324370864723,575.1831098989838,284.0166017204881,284.25969936024626,155.01204106571598,303.29244361065315
48,Tier_3,Student,915.1601955943778,248.73645274560099,210.08649582595592,86.97960027948152,97.556173794352,52.32541452708317,93.00471064043695
42,Tier_1,Student,1657.4773722227403,507.4987308709315,291.5455694265771,175.63697375585764,178.5025471939276,79.92926155452574,175.86239966318465
52,Tier_2,Self_Employed,5260.662833150407,1357.1708447206315,1127.8689922701376,602.1619782534401,498.9927266113723,233.83058712799323,540.6900350844129
39,Tier_2,Self_Employed,6454.810644991743,1996.9554322233769,1332.1868344409893,695.430502810228,717.9153377137047,343.2100646581392,676.1598493127065
23,Tier_3,Professional,4712.4089805498115,1280.6080472383012,1056.591793638028,500.41246257996846,449.65160952630083,227.1919007163778,452.6748849090253
62,Tier_1,Student,1835.269538272432,552.1801211778501,406.52373333528374,173.65889859992043,189.09598290643888,98.50131038581372,165.2957862203254
41,Tier_2,Self_Employed,4375.210453065947,1421.2236877225769,874.4258160637025,494.94168451201705,486.34410859141354,204.5571549332289,478.9904189091848
36,Tier_1,Retired,4545.627560035141,1412.9371566480809,856.4798438130733,425.5460215690616,394.9526359971459,244.8525000063603,494.664999750305
62,Tier_1,Professional,7898.737406177658,2907.7302780444656,1665.8629520075644,715.3558264381154,813.8685495560946,340.5662454648511,846.5859097998452
62,Tier_2,Professional,8010.656872253383,2262.991575739238,1393.709822531749,688.9000656930523,576.2692634929431,428.32404579412935,792.827886557365
53,Tier_2,Self_Employed,5205.686374960685,1502.602519450832,742.1973342477672,512.1924326211087,567.4290282543024,280.53728069027403,539.0372926036949
48,Tier_1,Retired,3121.710113320621,847.1639077960251,564.8044793726684,278.79210740391676,251.71851015057374,148.59024262695445,334.46270973791934
26,Tier_1,Retired,2060.6077917816465,672.8324624954022,442.4884838698378,200.2637216157578,207.4411951170708,108.3461314495163,173.86283750099926
54,Tier_2,Professional,5365.136787184446,1737.3811956973439,938.4386709164552,552.2634633288143,463.73120927034364,280.76914264622184,534.6014644402044
29,Tier_1,Professional,6824.653477123122,1881.5052797884061,1392.3070008103432,760.855866519634,613.1390286220277,343.337391864823,711.7305879126004
58,Tier_3,Self_Employed,4554.484485810515,1663.3530766883168,996.550501810616,480.5582199125065,435.62713495261596,202.78055240458727,445.5319246717227
39,Tier_1,Self_Employed,9285.713496775983,2713.0313525040474,2032.548150753517,864.5715128807681,900.4851456589067,426.4480644844708,730.4947275358688
38,Tier_2,Student,1489.0399950244168,482.24517966123227,321.8992634200836,134.40021057419122,155.74609816589407,86.23472830365276,154.56038372773955
66,Tier_3,Self_Employed,3951.1652596240033,1098.1246276582456,796.8194129527991,429.9375440847253,356.65403649528236,197.45163335133614,436.1449817388283
67,Tier_3,Student,1101.0848186433398,285.4869718389379,214.4300277246631,124.09920757420852,102.32045014052511,49.86051716303351,97.73337343617263
26,Tier_3,Student,1013.5711021054807,330.0017332438493,212.54044393813325,92.77868373481398,94.83427508253,55.89824771028003,97.96392418733852
25,Tier_1,Retired,3677.0812294064026,997.7624695726888,766.5684093390367,443.54883959795956,328.45407053286124,184.29934601790924,419.63661990163985
33,Tier_1,Student,1576.9137407719784,471.1337888026762,286.28828814302176,176.20003638375113,144.09963320175254,81.71208998495779,148.17592493317363
21,Tier_1,Retired,4221.65020035001,1164.4951160543028,894.6894585160727,433.6046171970989,435.0069810327786,249.24361375751357,436.97394311005206
61,Tier_1,Student,2110.6836175619937,679.5645980616173,375.29451175853325,193.34230784207702,213.90058624476552,106.724478347655,176.79176299466306
45,Tier_2,Self_Employed,5161.563013439989,1455.8135093004753,1201.7199144347846,529.018841155874,537.9109190442631,269.6235168115264,453.49867465421534
40,Tier_2,Professional,5876.372158323341,1978.891656128052,1179.7346494089363,595.6023205080568,609.5228617355468,270.6049891348982,657.8407146323136
45,Tier_3,Student,775.723872385043,243.6446094304436,139.52850668103991,75.83278643696687,72.96321635444473,37.48305698821239,80.92916628459453
